gemeinde_name,ags_gemeinde,ags_kreis,kdu_region,source_document,valid_from,max_wohnflaeche_sqm_1p,max_wohnflaeche_sqm_2p,max_wohnflaeche_sqm_3p,max_wohnflaeche_sqm_4p,max_wohnflaeche_sqm_5p,max_wohnflaeche_sqm_addl,max_nettokaltmiete_eur_1p,max_nettokaltmiete_eur_2p,max_nettokaltmiete_eur_3p,max_nettokaltmiete_eur_4p,max_nettokaltmiete_eur_5p,max_nettokaltmiete_eur_addl,max_nettokaltmiete_eur_sqm,max_bruttokaltmiete_eur_1p,max_bruttokaltmiete_eur_2p,max_bruttokaltmiete_eur_3p,max_bruttokaltmiete_eur_4p,max_bruttokaltmiete_eur_5p,max_bruttokaltmiete_eur_addl,max_bruttokaltmiete_eur_sqm,wogg_mietstufe,notes,wogv_mietstufe,wogg_hoechstbetrag_eur_1p,wogg_hoechstbetrag_eur_2p,wogg_hoechstbetrag_eur_4p,kdu_vs_wogg_pct_1p,kdu_vs_wogg_pct_2p,kdu_vs_wogg_pct_4p
Rückersdorfer Forst,09574462,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Schönberg,09574463,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Winkelhaid,09574464,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Zerzabelshofer Forst,09574465,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Bad Windsheim,09575112,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,543,646,755,861,104,,2,"Gruppe Stadt Neustadt/Aisch, Bad Windsheim; Bruttokaltmiete",2,408,493,686,10,10.1,10.1
Baudenbach,09575113,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Burgbernheim,09575115,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Burghaslach,09575116,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Dachsbach,09575117,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Diespeck,09575118,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Dietersheim,09575119,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Emskirchen,09575121,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Ergersheim,09575122,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Gallmersgarten,09575124,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Gerhardshofen,09575125,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Gollhofen,09575127,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Gutenstetten,09575128,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Hagenbüchach,09575129,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Hemmersheim,09575130,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Illesheim,09575133,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Ippesheim,09575134,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Ipsheim,09575135,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Langenfeld,09575138,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Marktbergel,09575143,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Markt Bibart,09575144,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Markt Erlbach,09575145,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Markt Nordheim,09575146,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Markt Taschendorf,09575147,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Münchsteinach,09575150,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Neuhof a.d.Zenn,09575152,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Neustadt a.d.Aisch,09575153,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,543,646,755,861,104,,2,"Gruppe Stadt Neustadt/Aisch, Bad Windsheim; Bruttokaltmiete",2,408,493,686,10,10.1,10.1
Oberickelsheim,09575155,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Obernzenn,09575156,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Oberscheinfeld,09575157,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Scheinfeld,09575161,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Simmershofen,09575163,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Sugenheim,09575165,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Trautskirchen,09575166,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Uehlfeld,09575167,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Uffenheim,09575168,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Weigenheim,09575179,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Wilhelmsdorf,09575181,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,1,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",1,361,437,608,10.2,10.1,10
Osing,09575451,09575,Neustadt a. d. Aisch - Bad Windsheim,KdU Neustadt a. d. Aisch-Bad Windsheim LK - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,398,481,574,669,764,91,,,"Gruppe 'Sonstige Gemeinden'; Bruttokaltmiete, Heizkosten zusaetzlich",,,,,,,
Abenberg,09576111,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Allersberg,09576113,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Büchenbach,09576117,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Georgensgmünd,09576121,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Greding,09576122,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Heideck,09576126,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Hilpoltstein,09576127,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Kammerstein,09576128,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Schwanstetten,09576132,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Rednitzhembach,09576137,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Röttenbach,09576141,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Rohr,09576142,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Roth,09576143,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Spalt,09576147,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Thalmässing,09576148,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,2,408,493,686,10,10,10
Wendelstein,09576151,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,562.1,680.9,810.7,943.8,1080.2,130.9,,4,§12 WoGG Mietstufe 4 inkl. 10%-Zuschlag,4,511,619,858,10,10,10
Abenberger Wald,09576451,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,,,,,,,
Dechenwald,09576452,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,,,,,,,
Forst Kleinschwarzenlohe,09576453,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,,,,,,,
Heidenberg,09576454,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,,,,,,,
Soos,09576455,09576,Roth LK,KdU Roth - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,§12 WoGG Mietstufe 2 inkl. 10%-Zuschlag,,,,,,,
Absberg,09577111,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Alesheim,09577113,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Muhr a.See,09577114,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Bergen,09577115,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Burgsalach,09577120,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Dittenheim,09577122,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Ellingen,09577125,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Ettenstatt,09577127,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Gnotzheim,09577133,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Gunzenhausen,09577136,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Haundorf,09577138,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Heidenheim,09577140,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Höttingen,09577141,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Langenaltheim,09577148,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Markt Berolzheim,09577149,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Meinheim,09577150,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
Nennslingen,09577151,09577,Weißenburg-Gunzenhausen LK,KdU Weißenburg-Gunzenhausen - 01.10.2023.pdf,2023-10-01,50,65,75,90,105,15,,,,,,,,382,462,552,643,734,87,,1,Bruttokaltmiete; Heizkosten zusaetzlich nach bundesweitem Heizspiegel,1,361,437,608,5.8,5.7,5.8
