gemeinde_name,ags_gemeinde,ags_kreis,kdu_region,source_document,valid_from,max_wohnflaeche_sqm_1p,max_wohnflaeche_sqm_2p,max_wohnflaeche_sqm_3p,max_wohnflaeche_sqm_4p,max_wohnflaeche_sqm_5p,max_wohnflaeche_sqm_addl,max_nettokaltmiete_eur_1p,max_nettokaltmiete_eur_2p,max_nettokaltmiete_eur_3p,max_nettokaltmiete_eur_4p,max_nettokaltmiete_eur_5p,max_nettokaltmiete_eur_addl,max_nettokaltmiete_eur_sqm,max_bruttokaltmiete_eur_1p,max_bruttokaltmiete_eur_2p,max_bruttokaltmiete_eur_3p,max_bruttokaltmiete_eur_4p,max_bruttokaltmiete_eur_5p,max_bruttokaltmiete_eur_addl,max_bruttokaltmiete_eur_sqm,wogg_mietstufe,notes,wogv_mietstufe,wogg_hoechstbetrag_eur_1p,wogg_hoechstbetrag_eur_2p,wogg_hoechstbetrag_eur_4p,kdu_vs_wogg_pct_1p,kdu_vs_wogg_pct_2p,kdu_vs_wogg_pct_4p
Hemhofen,09572130,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,456,551,657,766,875,106,,3,"Mietstufe-3-Gruppe: Stadt/VG Höchstadt, Adelsdorf, Weisendorf, VG Aurachtal, VG Heßdorf, Hemhofen, Röttenbach",3,456,551,766,0,0,0
Heroldsberg,09572131,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,511,619,737,858,982,119,,4,"Mietstufe-4-Gruppe: Eckental, Herzogenaurach, Baiersdorf, Bubenreuth, VG Uttenreuth, Heroldsberg, Kalchreuth, Möhrendorf",3,456,551,766,12.1,12.3,12
Herzogenaurach,09572132,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,511,619,737,858,982,119,,4,"Mietstufe-4-Gruppe: Eckental, Herzogenaurach, Baiersdorf, Bubenreuth, VG Uttenreuth, Heroldsberg, Kalchreuth, Möhrendorf",4,511,619,858,0,0,0
Heßdorf,09572133,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,456,551,657,766,875,106,,3,"Mietstufe-3-Gruppe: Stadt/VG Höchstadt, Adelsdorf, Weisendorf, VG Aurachtal, VG Heßdorf, Hemhofen, Röttenbach",3,456,551,766,0,0,0
Höchstadt a.d.Aisch,09572135,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,456,551,657,766,875,106,,3,"Mietstufe-3-Gruppe: Stadt/VG Höchstadt, Adelsdorf, Weisendorf, VG Aurachtal, VG Heßdorf, Hemhofen, Röttenbach",3,456,551,766,0,0,0
Kalchreuth,09572137,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,511,619,737,858,982,119,,4,"Mietstufe-4-Gruppe: Eckental, Herzogenaurach, Baiersdorf, Bubenreuth, VG Uttenreuth, Heroldsberg, Kalchreuth, Möhrendorf",3,456,551,766,12.1,12.3,12
Lonnerstadt,09572139,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,456,551,657,766,875,106,,3,"Mietstufe-3-Gruppe: Stadt/VG Höchstadt, Adelsdorf, Weisendorf, VG Aurachtal, VG Heßdorf, Hemhofen, Röttenbach",3,456,551,766,0,0,0
Marloffstein,09572141,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,511,619,737,858,982,119,,4,"Mietstufe-4-Gruppe: Eckental, Herzogenaurach, Baiersdorf, Bubenreuth, VG Uttenreuth, Heroldsberg, Kalchreuth, Möhrendorf",3,456,551,766,12.1,12.3,12
Möhrendorf,09572142,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,511,619,737,858,982,119,,4,"Mietstufe-4-Gruppe: Eckental, Herzogenaurach, Baiersdorf, Bubenreuth, VG Uttenreuth, Heroldsberg, Kalchreuth, Möhrendorf",3,456,551,766,12.1,12.3,12
Mühlhausen,09572143,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,456,551,657,766,875,106,,3,"Mietstufe-3-Gruppe: Stadt/VG Höchstadt, Adelsdorf, Weisendorf, VG Aurachtal, VG Heßdorf, Hemhofen, Röttenbach",3,456,551,766,0,0,0
Oberreichenbach,09572147,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,456,551,657,766,875,106,,3,"Mietstufe-3-Gruppe: Stadt/VG Höchstadt, Adelsdorf, Weisendorf, VG Aurachtal, VG Heßdorf, Hemhofen, Röttenbach",3,456,551,766,0,0,0
Röttenbach,09572149,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,456,551,657,766,875,106,,3,"Mietstufe-3-Gruppe: Stadt/VG Höchstadt, Adelsdorf, Weisendorf, VG Aurachtal, VG Heßdorf, Hemhofen, Röttenbach",3,456,551,766,0,0,0
Spardorf,09572154,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,511,619,737,858,982,119,,4,"Mietstufe-4-Gruppe: Eckental, Herzogenaurach, Baiersdorf, Bubenreuth, VG Uttenreuth, Heroldsberg, Kalchreuth, Möhrendorf",3,456,551,766,12.1,12.3,12
Uttenreuth,09572158,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,511,619,737,858,982,119,,4,"Mietstufe-4-Gruppe: Eckental, Herzogenaurach, Baiersdorf, Bubenreuth, VG Uttenreuth, Heroldsberg, Kalchreuth, Möhrendorf",3,456,551,766,12.1,12.3,12
Vestenbergsgreuth,09572159,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,456,551,657,766,875,106,,3,"Mietstufe-3-Gruppe: Stadt/VG Höchstadt, Adelsdorf, Weisendorf, VG Aurachtal, VG Heßdorf, Hemhofen, Röttenbach",3,456,551,766,0,0,0
Wachenroth,09572160,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,456,551,657,766,875,106,,3,"Mietstufe-3-Gruppe: Stadt/VG Höchstadt, Adelsdorf, Weisendorf, VG Aurachtal, VG Heßdorf, Hemhofen, Röttenbach",3,456,551,766,0,0,0
Weisendorf,09572164,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,50,65,75,90,105,10,,,,,,,,456,551,657,766,875,106,,3,"Mietstufe-3-Gruppe: Stadt/VG Höchstadt, Adelsdorf, Weisendorf, VG Aurachtal, VG Heßdorf, Hemhofen, Röttenbach",3,456,551,766,0,0,0
Birkach,09572451,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,,,,,,,,,,,,,,,,,,,,,,"Gemeindefreies Gebiet; das Infoblatt weist nur Gemeinden/VGs aus; keine belastbare Zuordnung, Werte leer",,,,,,,
Buckenhofer Forst,09572452,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,,,,,,,,,,,,,,,,,,,,,,"Gemeindefreies Gebiet; das Infoblatt weist nur Gemeinden/VGs aus; keine belastbare Zuordnung, Werte leer",,,,,,,
Dormitzer Forst,09572453,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,,,,,,,,,,,,,,,,,,,,,,"Gemeindefreies Gebiet; das Infoblatt weist nur Gemeinden/VGs aus; keine belastbare Zuordnung, Werte leer",,,,,,,
Erlenstegener Forst,09572454,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,,,,,,,,,,,,,,,,,,,,,,"Gemeindefreies Gebiet; das Infoblatt weist nur Gemeinden/VGs aus; keine belastbare Zuordnung, Werte leer",,,,,,,
Forst Tennenlohe,09572455,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,,,,,,,,,,,,,,,,,,,,,,"Gemeindefreies Gebiet; das Infoblatt weist nur Gemeinden/VGs aus; keine belastbare Zuordnung, Werte leer",,,,,,,
Geschaidt,09572456,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,,,,,,,,,,,,,,,,,,,,,,"Gemeindefreies Gebiet; das Infoblatt weist nur Gemeinden/VGs aus; keine belastbare Zuordnung, Werte leer",,,,,,,
Kalchreuther Forst,09572457,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,,,,,,,,,,,,,,,,,,,,,,"Gemeindefreies Gebiet; das Infoblatt weist nur Gemeinden/VGs aus; keine belastbare Zuordnung, Werte leer",,,,,,,
Kraftshofer Forst,09572458,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,,,,,,,,,,,,,,,,,,,,,,"Gemeindefreies Gebiet; das Infoblatt weist nur Gemeinden/VGs aus; keine belastbare Zuordnung, Werte leer",,,,,,,
Mark,09572459,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,,,,,,,,,,,,,,,,,,,,,,"Gemeindefreies Gebiet; das Infoblatt weist nur Gemeinden/VGs aus; keine belastbare Zuordnung, Werte leer",,,,,,,
Neunhofer Forst,09572460,09572,Erlangen-Höchstadt LK,mietobergrenzen_01_01_2026_erlangen-hoechstadt.pdf + KdU Erlangen-Höchstadt LK - 01.01.2026.pdf,2026-01-01,,,,,,,,,,,,,,,,,,,,,,"Gemeindefreies Gebiet; das Infoblatt weist nur Gemeinden/VGs aus; keine belastbare Zuordnung, Werte leer",,,,,,,
Ammerndorf,09573111,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,542,646,755,860,103,,2,Uebrige Gemeinden,2,408,493,686,10,9.9,10.1
Cadolzburg,09573114,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,502,606,723,843,963,117,,3,Gruppe Cadolzburg/Langenzenn/Zirndorf,3,456,551,766,10.1,10,10.1
Großhabersdorf,09573115,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,542,646,755,860,103,,2,Uebrige Gemeinden,2,408,493,686,10,9.9,10.1
Langenzenn,09573120,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,502,606,723,843,963,117,,3,Gruppe Cadolzburg/Langenzenn/Zirndorf,3,456,551,766,10.1,10,10.1
Oberasbach,09573122,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,562,681,811,944,1080,131,,4,Gruppe Stadt Stein/Oberasbach,4,511,619,858,10,10,10
Obermichelbach,09573123,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,542,646,755,860,103,,2,Uebrige Gemeinden,2,408,493,686,10,9.9,10.1
Puschendorf,09573124,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,542,646,755,860,103,,2,Uebrige Gemeinden,2,408,493,686,10,9.9,10.1
Roßtal,09573125,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,542,646,755,860,103,,2,Uebrige Gemeinden,2,408,493,686,10,9.9,10.1
Seukendorf,09573126,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,542,646,755,860,103,,2,Uebrige Gemeinden,2,408,493,686,10,9.9,10.1
Stein,09573127,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,562,681,811,944,1080,131,,4,Gruppe Stadt Stein/Oberasbach,4,511,619,858,10,10,10
Tuchenbach,09573129,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,542,646,755,860,103,,2,Uebrige Gemeinden,2,408,493,686,10,9.9,10.1
Veitsbronn,09573130,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,542,646,755,860,103,,2,Uebrige Gemeinden,2,408,493,686,10,9.9,10.1
Wilhermsdorf,09573133,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,449,542,646,755,860,103,,2,Uebrige Gemeinden,2,408,493,686,10,9.9,10.1
Zirndorf,09573134,09573,Fürth Land,KdU Fürth Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,502,606,723,843,963,117,,3,Gruppe Cadolzburg/Langenzenn/Zirndorf,3,456,551,766,10.1,10,10.1
Alfeld,09574111,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Altdorf b.Nürnberg,09574112,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Burgthann,09574117,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,501.6,606.1,722.7,842.6,962.5,116.6,,3,Mietstufe 3; Zahlbetrag inkl. 10% Sicherungszuschlag,3,456,551,766,10,10,10
Engelthal,09574120,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Feucht,09574123,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,562.1,680.9,810.7,943.8,1080.2,130.9,,4,Mietstufe 4; Zahlbetrag inkl. 10% Sicherungszuschlag,4,511,619,858,10,10,10
Happurg,09574128,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Hartenstein,09574129,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Henfenfeld,09574131,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Hersbruck,09574132,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,501.6,606.1,722.7,842.6,962.5,116.6,,3,Mietstufe 3; Zahlbetrag inkl. 10% Sicherungszuschlag,3,456,551,766,10,10,10
Kirchensittenbach,09574135,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Lauf a.d.Pegnitz,09574138,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,562.1,680.9,810.7,943.8,1080.2,130.9,,4,Mietstufe 4; Zahlbetrag inkl. 10% Sicherungszuschlag,4,511,619,858,10,10,10
Leinburg,09574139,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Neuhaus a.d.Pegnitz,09574140,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Neunkirchen a.Sand,09574141,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Offenhausen,09574145,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Ottensoos,09574146,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Pommelsbrunn,09574147,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Reichenschwand,09574150,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Röthenbach a.d.Pegnitz,09574152,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,501.6,606.1,722.7,842.6,962.5,116.6,,3,Mietstufe 3; Zahlbetrag inkl. 10% Sicherungszuschlag,3,456,551,766,10,10,10
Rückersdorf,09574154,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Schnaittach,09574155,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Schwaig b.Nürnberg,09574156,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Schwarzenbruck,09574157,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Simmelsdorf,09574158,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Velden,09574160,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Vorra,09574161,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Winkelhaid,09574164,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,2,408,493,686,10,10,10
Behringersdorfer Forst,09574451,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Brunn,09574452,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Engelthaler Forst,09574453,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Feuchter Forst,09574454,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Fischbach,09574455,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Forsthof,09574456,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Günthersbühler Forst,09574457,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Haimendorfer Forst,09574458,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Laufamholzer Forst,09574460,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
Leinburg,09574461,09574,Nürnberger Land LK,KdU Nürnberger Land - 01.01.2025.pdf,2025-01-01,50,65,75,90,105,15,,,,,,,,448.8,542.3,645.7,754.6,860.2,103.4,,2,Mietstufe 2 (uebriges Kreisgebiet); Zahlbetrag inkl. 10% Sicherungszuschlag,,,,,,,
